acc,dice,MIoU,epoch,step,val_loss,val_acc,val_dice,val_MIoU,train_loss,train_acc,train_dice,train_MIoU
0.8993094563484192,0.27843040227890015,0.1617305427789688,0,49,,,,,,,,
0.9419119954109192,0.05816536769270897,0.029953820630908012,0,99,,,,,,,,
0.9922298789024353,0.015777848660945892,0.007951653562486172,0,149,,,,,,,,
0.9384242296218872,0.2693547010421753,0.15563830733299255,0,199,,,,,,,,
,,,0,220,0.854185163974762,0.979926347732544,0.2583646774291992,0.14834602177143097,,,,
,,,0,220,,,,,0.9028425216674805,0.9094526767730713,0.11360082030296326,0.06022098660469055
0.9330008625984192,0.028746839612722397,0.014583027921617031,1,249,,,,,,,,
0.9623101949691772,0.10346666723489761,0.054555680602788925,1,299,,,,,,,,
0.9528783559799194,0.04667103290557861,0.023893075063824654,1,349,,,,,,,,
0.9922747015953064,0.0,0.0,1,399,,,,,,,,
,,,1,441,0.8615503311157227,0.9808747172355652,0.26809680461883545,0.1547989398241043,,,,
,,,1,441,,,,,0.8557600378990173,0.9581199884414673,0.1890823245048523,0.10441243648529053
0.9761713743209839,0.43738603591918945,0.27990666031837463,2,449,,,,,,,,
0.9774718284606934,0.28190264105796814,0.16407838463783264,2,499,,,,,,,,
0.9840162396430969,0.29525482654571533,0.17319588363170624,2,549,,,,,,,,
0.9815125465393066,0.46515315771102905,0.3030616044998169,2,599,,,,,,,,
0.9545176029205322,0.2034120112657547,0.11322129517793655,2,649,,,,,,,,
,,,2,662,0.8973711729049683,0.9911745190620422,0.26636698842048645,0.15364669263362885,,,,
,,,2,662,,,,,0.8041555285453796,0.9738882780075073,0.2645273506641388,0.15242381393909454
0.9745844602584839,0.22547829151153564,0.12706425786018372,3,699,,,,,,,,
0.9767144918441772,0.38078832626342773,0.23516897857189178,3,749,,,,,,,,
0.9780448079109192,0.44791078567504883,0.28858572244644165,3,799,,,,,,,,
0.9826385974884033,0.21405209600925446,0.11985349655151367,3,849,,,,,,,,
,,,3,883,0.8140609860420227,0.9497098326683044,0.22316116094589233,0.12559449672698975,,,,
,,,3,883,,,,,0.7604429721832275,0.9796596765518188,0.3280668556690216,0.19622007012367249
0.9785405397415161,0.27418267726898193,0.15887120366096497,4,899,,,,,,,,
0.9819709658622742,0.5621634721755981,0.39097872376441956,4,949,,,,,,,,
0.9841358661651611,0.1858859658241272,0.10246652364730835,4,999,,,,,,,,
0.97705078125,0.41354724764823914,0.2606741487979889,4,1049,,,,,,,,
0.985127329826355,0.22447389364242554,0.12642669677734375,4,1099,,,,,,,,
,,,4,1104,0.7469510436058044,0.9750422239303589,0.3618200421333313,0.2208670824766159,,,,
,,,4,1104,,,,,0.7330085039138794,0.9820472002029419,0.37180426716804504,0.22835354506969452
0.9915248155593872,0.6264821887016296,0.45611509680747986,5,1149,,,,,,,,
0.9871377944946289,0.3707495331764221,0.22755834460258484,5,1199,,,,,,,,
0.9779177308082581,0.2699719965457916,0.1560506522655487,5,1249,,,,,,,,
0.9848159551620483,0.5568239688873291,0.3858323395252228,5,1299,,,,,,,,
,,,5,1325,0.7165781259536743,0.9883372187614441,0.4954977333545685,0.3293432891368866,,,,
,,,5,1325,,,,,0.719784140586853,0.9829422235488892,0.39630573987960815,0.24712049961090088
0.9792978763580322,0.22755159437656403,0.1283826231956482,6,1349,,,,,,,,
0.9888492226600647,0.35818755626678467,0.21816593408584595,6,1399,,,,,,,,
0.9872199892997742,0.5018450021743774,0.33497536182403564,6,1449,,,,,,,,
0.9854761362075806,0.35207822918891907,0.21364985406398773,6,1499,,,,,,,,
,,,6,1546,0.7184845805168152,0.9897030591964722,0.5194705724716187,0.3508681356906891,,,,
,,,6,1546,,,,,0.6954264044761658,0.9852110743522644,0.4399908185005188,0.2820437550544739
