acc,dice,MIoU,epoch,step,val_loss,val_acc,val_dice,val_MIoU,train_loss,train_acc,train_dice,train_MIoU
0.965556263923645,0.08242633193731308,0.042984701693058014,0,49,,,,,,,,
0.9823745489120483,0.4547206163406372,0.2942643463611603,0,99,,,,,,,,
0.9947260618209839,0.7308328151702881,0.5758364796638489,0,149,,,,,,,,
0.9833984375,0.2361302226781845,0.13387054204940796,0,199,,,,,,,,
,,,0,220,0.6691724061965942,0.9910101294517517,0.5815513134002686,0.409991055727005,,,,
,,,0,220,,,,,0.783274233341217,0.9356818795204163,0.1585954874753952,0.08612745255231857
0.9759297370910645,0.26041027903556824,0.14969637989997864,1,249,,,,,,,,
0.9815075993537903,0.24386268854141235,0.13886310160160065,1,299,,,,,,,,
0.9871577024459839,0.39742839336395264,0.24799416959285736,1,349,,,,,,,,
0.9805534482002258,0.044787079095840454,0.02290649712085724,1,399,,,,,,,,
,,,1,441,0.6483022570610046,0.983818769454956,0.4946475923061371,0.32859253883361816,,,,
,,,1,441,,,,,0.6610234379768372,0.9858595728874207,0.47732970118522644,0.3134814500808716
0.9917764663696289,0.7084695100784302,0.5485503077507019,2,449,,,,,,,,
0.9945467114448547,0.7044687271118164,0.5437682271003723,2,499,,,,,,,,
0.9916942119598389,0.7208640575408936,0.5635554194450378,2,549,,,,,,,,
0.9812958240509033,0.32856374979019165,0.19657571613788605,2,599,,,,,,,,
0.9953140020370483,0.8233305215835571,0.6997126340866089,2,649,,,,,,,,
,,,2,662,0.6164035797119141,0.9828036427497864,0.49695268273353577,0.3306300938129425,,,,
,,,2,662,,,,,0.6077980995178223,0.9883021712303162,0.5491846799850464,0.3785352110862732
0.9919134378433228,0.5021472573280334,0.33524471521377563,3,699,,,,,,,,
0.984130859375,0.3220519423484802,0.19193200767040253,3,749,,,,,,,,
0.9850650429725647,0.645664632320404,0.4767391085624695,3,799,,,,,,,,
0.9857900142669678,0.1302226334810257,0.06964606046676636,3,849,,,,,,,,
,,,3,883,0.5738129615783691,0.9861952066421509,0.5457167029380798,0.37524789571762085,,,,
,,,3,883,,,,,0.5676802396774292,0.9884450435638428,0.5732229948043823,0.4017607569694519
0.9969881176948547,0.8501673340797424,0.7393834590911865,4,899,,,,,,,,
0.9882737994194031,0.26510539650917053,0.15280777215957642,4,949,,,,,,,,
0.9926060438156128,0.7071245312690735,0.5469393730163574,4,999,,,,,,,,
0.994050920009613,0.7816386222839355,0.6415491104125977,4,1049,,,,,,,,
0.9946961402893066,0.726806104183197,0.5708526372909546,4,1099,,,,,,,,
,,,4,1104,0.6085244417190552,0.9917926788330078,0.6547790169715881,0.48674455285072327,,,,
,,,4,1104,,,,,0.5722984075546265,0.9891560673713684,0.593597948551178,0.42206844687461853
0.9955108165740967,0.8762192726135254,0.779706597328186,5,1149,,,,,,,,
0.9970005750656128,0.9037877321243286,0.8244642019271851,5,1199,,,,,,,,
0.9950523972511292,0.7740614414215088,0.6314030885696411,5,1249,,,,,,,,
0.9816919565200806,0.4489765167236328,0.2894711494445801,5,1299,,,,,,,,
,,,5,1325,0.5751929879188538,0.9913407564163208,0.6421636939048767,0.4729315936565399,,,,
,,,5,1325,,,,,0.5593868494033813,0.9903383255004883,0.62191241979599,0.45128655433654785
0.9936448931694031,0.8436791300773621,0.7296237349510193,6,1349,,,,,,,,
0.9935601949691772,0.7893064022064209,0.6519455909729004,6,1399,,,,,,,,
0.996671736240387,0.8062083125114441,0.6753341555595398,6,1449,,,,,,,,
0.9976134300231934,0.896365225315094,0.8121936917304993,6,1499,,,,,,,,
,,,6,1546,0.5728234052658081,0.9902004599571228,0.6321759819984436,0.46217644214630127,,,,
,,,6,1546,,,,,0.5468586087226868,0.9925501346588135,0.6799765825271606,0.5151246190071106
0.9965271949768066,0.8718985319137573,0.7728902101516724,7,1549,,,,,,,,
0.9982511401176453,0.8220983147621155,0.6979345679283142,7,1599,,,,,,,,
0.985441267490387,0.4827403128147125,0.3181658983230591,7,1649,,,,,,,,
0.9975486397743225,0.7750343084335327,0.6326987743377686,7,1699,,,,,,,,
0.9868537783622742,0.5754967331886292,0.4039981961250305,7,1749,,,,,,,,
,,,7,1767,0.5722315907478333,0.9879031777381897,0.5766107439994812,0.40509703755378723,,,,
,,,7,1767,,,,,0.5241326093673706,0.9922770261764526,0.6821521520614624,0.5176258683204651
0.9935078620910645,0.7245825529098511,0.5681140422821045,8,1799,,,,,,,,
0.9932337999343872,0.2886327803134918,0.16865625977516174,8,1849,,,,,,,,
0.9965645670890808,0.8796789050102234,0.7852025032043457,8,1899,,,,,,,,
0.9932886362075806,0.5686839818954468,0.39731544256210327,8,1949,,,,,,,,
